timestamp,userid,touch_event_type,touch_x,touch_y,touch_pressure,touch_size,orientation,accelerometer_x,accelerometer_y,accelerometer_z,gyroscope_x,gyroscope_y,gyroscope_z
1399073509628,186676,2,138.5,1118.5,1.0,0.025490198,0,-0.11492168,3.1609447,7.724293,-0.30940324,0.6453791,0.46120325
1399073509644,186676,2,135.846,1116.923,1.0,0.025490198,0,-0.30645782,3.0340521,7.45315,-0.1731803,0.82711154,0.4718934
1399073509660,186676,2,135.0,1114.0,1.0,0.027450982,0,-0.3645172,2.9514523,7.152079,-0.043982297,0.8374963,0.46944994
1399073509664,186676,1,135.0,1114.0,1.0,0.027450982,0,-0.3776853,2.8173769,6.8504095,0.07544186,0.70554936,0.45204028
1399073510028,186676,0,220.0,1406.0,1.0,0.023529414,0,-0.2789245,2.700061,6.6229606,0.17592919,0.47678033,0.43676865
1399073510045,186676,2,220.0,1406.0,1.0,0.021568628,0,0.036511578,2.6138697,6.509236,0.2180789,0.20830505,0.43096542
1399073510061,186676,2,220.0,1406.0,1.0,0.023529414,0,0.39983168,2.4851813,6.5044475,0.29657507,0.09162979,0.40653083
1399073510075,186676,2,220.0,1406.0,1.0,0.023529414,0,0.6799533,2.3463178,6.5786676,0.37384954,-0.06047566,0.35094208
1399073510092,186676,2,224.2301,1398.9498,1.0,0.025490198,0,0.78410107,2.2230163,6.6923923,0.47219884,-0.1001819,0.27458394
1399073510108,186676,2,227.90984,1386.3606,1.0,0.027450982,0,0.8535329,2.1505916,6.9066734,0.600786,-0.05955936,0.19730948
1399073510126,186676,2,230.4864,1372.1359,1.0,0.025490198,0,0.8463503,2.1296425,7.08564,0.7281514,0.027183503,0.12705997
1399073510142,186676,2,232.02306,1357.7925,1.0,0.023529414,0,0.8194155,2.1254525,7.28376,0.8549059,0.11881329,0.06688975
1399073510159,186676,2,232.0,1344.4988,1.0,0.025490198,0,0.9103952,2.2062569,7.4016747,0.97585726,0.18448131,-0.0033597588
1399073510179,186676,2,232.0,1332.1798,1.0,0.027450982,0,1.1192893,2.4253263,7.5710645,1.0671816,0.20250183,-0.09987647
1399073510192,186676,2,232.0,1321.5009,1.0,0.027450982,0,1.1198878,2.5905263,7.6728177,1.1108584,0.17806722,-0.2302962
1399073510209,186676,2,232.0,1311.9325,1.0,0.029411767,0,0.878672,2.5372553,7.8571715,1.0864239,0.14049901,-0.37201694
1399073510227,186676,2,230.27913,1304.3956,1.0,0.027450982,0,0.7290344,2.6491842,8.37372,1.0467176,0.09712757,-0.43951756
1399073510243,186676,2,228.74954,1296.7477,1.0,0.027450982,0,0.41599256,2.6264393,9.081805,0.9388999,0.074830994,-0.5681047
1399073510260,186676,2,227.20573,1288.2344,1.0,0.025490198,0,0.1945289,2.641403,9.7402115,0.86315256,0.040927973,-0.66798115
1399073510277,186676,2,225.66617,1277.6632,1.0,0.027450982,0,0.4782418,3.0412347,10.457873,0.86284715,0.023518313,-0.71837753
1399073510292,186676,2,224.12132,1266.8494,1.0,0.027450982,0,1.7788919,4.260482,11.285069,0.94714653,-0.018936822,-0.7489208
1399073510310,186676,2,222.58429,1256.5057,1.0,0.029411767,0,2.9712043,5.9448028,11.963227,1.1157454,-0.099571034,-0.8555168
1399073510326,186676,2,221.04471,1248.2235,1.0,0.029411767,0,2.3708582,5.9651537,11.216236,1.3396275,-0.20250183,-1.0613784
1399073510350,186676,2,219.33434,1239.6716,1.0,0.027450982,0,-0.05805939,4.2922053,10.119692,1.4761559,-0.29077184,-1.1890492
1399073510363,186676,2,217.95058,1232.7528,1.0,0.027450982,0,-1.6358383,3.4464533,9.188348,1.3332134,-0.30451632,-1.0748174
1399073510375,186676,2,217.0,1226.709,1.0,0.027450982,0,-1.8632874,3.9576154,8.981249,0.8918633,-0.10262536,-0.8359691
1399073510391,186676,2,215.88966,1220.5587,1.0,0.027450982,0,-1.9925743,4.457405,9.340978,0.28863382,0.29871312,-0.63163465
1399073510408,186676,2,213.70724,1212.7681,1.0,0.027450982,0,-2.3008277,4.1701007,10.070611,-0.2666427,0.6377433,-0.4541783
1399073510425,186676,2,210.62611,1205.0653,1.0,0.027450982,0,-2.1853075,3.7588966,11.023503,-0.47311515,0.7370089,-0.3652974
1399073510446,186676,2,208.27353,1197.3677,1.0,0.027450982,0,-1.4466964,3.7523127,11.575367,-0.7144069,0.6914995,-0.22113322
1399073510465,186676,2,206.73682,1190.9473,1.0,0.03137255,0,-0.6560113,3.8726213,11.640609,-0.795652,0.45845437,-0.18051068
1399073510474,186676,2,205.195,1183.975,1.0,0.029411767,0,-0.46986207,3.6032736,11.092337,-0.8426886,0.11759156,-0.24678956
1399073510491,186676,2,203.6577,1176.2886,1.0,0.03137255,0,-0.5201403,3.3411086,10.224439,-0.9660834,-0.19639318,-0.3390302
1399073510507,186676,2,202.1178,1166.8246,1.0,0.03137255,0,-0.7128736,3.1711202,9.544485,-1.1884383,-0.39187005,-0.41355577
1399073510525,186676,2,200.57458,1156.0221,1.0,0.029411767,0,-1.0881647,2.885013,9.194932,-1.425454,-0.5152648,-0.46731192
1399073510541,186676,2,199.03891,1142.3501,1.0,0.029411767,0,-1.9375077,2.1493945,9.046491,-1.6065756,-0.602924,-0.46731192
1399073510562,186676,2,197.50372,1130.5261,1.0,0.03137255,0,-2.1529858,1.8752584,8.9842415,-1.6991217,-0.6243043,-0.41905355
1399073510574,186676,2,195.9627,1118.7017,1.0,0.03137255,0,-2.1577742,1.8339585,8.875904,-1.6814066,-0.569021,-0.36560285
1399073510591,186676,2,192.85449,1107.9907,1.0,0.029411767,0,-2.0410569,1.9231426,8.608951,-1.5690074,-0.47403142,-0.3295618
1399073510607,186676,2,189.77296,1097.2053,1.0,0.029411767,0,-1.988983,1.9967642,8.322844,-1.4923438,-0.3894266,-0.32742378
1399073510624,186676,2,185.692,1087.076,1.0,0.029411767,0,-2.1865046,1.79206,8.085219,-1.3515394,-0.364992,-0.3399465
1399073510641,186676,2,181.4406,1077.8812,1.0,0.03137255,0,-2.397793,1.5275006,7.9595237,-1.2611313,-0.35338554,-0.37048978
1399073510660,186676,2,177.5,1071.5,1.0,0.03137255,0,-2.3942018,1.3395559,8.418612,-1.215011,-0.3555236,-0.3744604
1399073510674,186676,2,171.58295,1064.1106,1.0,0.03137255,0,-2.2272062,1.1803415,9.32362,-1.1878275,-0.35430184,-0.3463606
1399073510690,186676,2,166.75508,1060.5663,1.0,0.027450982,0,-2.071583,1.0534488,10.205883,-1.0867293,-0.3277292,-0.3042109
1399073510708,186676,2,161.91315,1055.9132,1.0,0.03137255,0,-1.9626468,1.0115502,10.805033,-0.82741696,-0.24373524,-0.25289822
1399073510724,186676,2,158.29605,1052.296,1.0,0.03529412,0,-1.8363527,1.0636241,11.042657,-0.42577308,-0.11728613,-0.20463985
1399073510741,186676,2,153.0,1049.0,1.0,0.037254903,0,-1.6687586,1.2575544,10.909779,0.04550946,0.018936822,-0.16187929
1399073510744,186676,1,153.0,1049.0,1.0,0.037254903,0,-1.4496891,1.5310919,10.402806,0.47342056,0.15363261,-0.10293079
1399073518949,186676,0,239.0,1326.0,1.0,0.019607844,0,-1.2725182,1.7328035,9.813833,0.77946407,0.27458394,-0.022907447
1399073518967,186676,2,239.7207,1323.8379,1.0,0.023529414,0,-1.1917139,1.8525136,9.341577,0.9443977,0.36682457,0.064446285
1399073518986,186676,2,241.5,1317.0,1.0,0.025490198,0,-1.158195,1.7986441,9.058462,0.981355,0.42210788,0.11026118
1399073519002,186676,2,242.93674,1305.5061,1.0,0.023529414,0,-1.1270704,1.6172832,9.233837,0.9841039,0.43585235,0.20738874
1399073519019,186676,2,243.0,1288.8748,1.0,0.023529414,0,-1.0887632,1.4544775,9.752182,0.95356065,0.45662177,0.30848694
1399073519037,186676,2,243.0,1270.6544,1.0,0.025490198,0,-0.9516952,1.3623008,10.274118,0.97127575,0.4999932,0.3979787
1399073519052,186676,2,244.0,1248.6077,1.0,0.027450982,0,-0.74639237,1.2958617,10.58297,1.0635164,0.5491679,0.45753807
1399073519070,186676,2,242.81926,1227.4696,1.0,0.025490198,0,-0.46926352,1.2850877,10.594342,1.2034045,0.55924714,0.47342056
1399073519085,186676,2,240.55582,1210.779,1.0,0.025490198,0,-0.5590461,1.4951789,10.205883,1.325883,0.5345071,0.44593164
1399073519102,186676,2,238.73676,1196.6309,1.0,0.027450982,0,-0.7942764,1.5987282,9.743204,1.3924674,0.49846604,0.38728857
1399073519118,186676,2,237.1984,1184.5872,1.0,0.027450982,0,-1.0115502,1.6502035,9.331401,1.3869696,0.41783184,0.31887165
1399073519136,186676,2,235.65666,1173.5967,1.0,0.027450982,0,-0.9995792,1.8411411,9.002198,1.314582,0.2507602,0.25442538
1399073519151,186676,2,234.12587,1162.007,1.0,0.025490198,0,-0.6386533,2.1841104,8.859145,1.2205088,0.011911872,0.19822577
1399073519168,186676,2,231.16614,1151.0815,1.0,0.025490198,0,-0.009576807,2.6162639,8.922591,1.1407908,-0.28252518,0.15241088
1399073519186,186676,2,229.08939,1139.3129,1.0,0.025490198,0,0.45370123,2.8173769,9.087193,1.1096367,-0.5684101,0.12583824
1399073519201,186676,2,227.50511,1130.0306,1.0,0.027450982,0,0.83018947,2.871845,9.24521,1.0824533,-0.68019843,0.05955936
1399073519223,186676,2,225.97685,1122.9075,1.0,0.027450982,0,1.4239515,3.316568,9.345766,1.0937542,-0.79901177,-0.016798794
1399073519235,186676,2,224.43735,1116.7494,1.0,0.027450982,0,2.1045034,4.12102,9.335591,1.1236867,-0.76144356,-0.10598512
1399073519257,186676,2,222.5,1109.0,1.0,0.027450982,0,2.7275944,5.1571107,9.037513,1.1823297,-0.6133087,-0.21563543
1399073519267,186676,2,219.85304,1105.2795,1.0,0.029411767,0,2.2272062,5.2205567,8.268974,1.17897,-0.4334089,-0.33964106
1399073519285,186676,2,216.6374,1100.456,1.0,0.029411767,0,0.53689975,4.036624,7.269395,1.0198395,-0.2706133,-0.38087448
1399073519301,186676,2,213.55014,1094.1003,1.0,0.029411767,0,-0.85293436,2.9628246,6.499659,0.59437186,-0.093462385,-0.25289822
1399073519317,186676,2,210.47353,1089.2103,1.0,0.027450982,0,-1.4700398,2.597709,6.555324,-0.122783914,0.20525073,-0.03940081
1399073519334,186676,2,207.39555,1083.7911,1.0,0.029411767,0,-1.8124107,2.417545,7.5213847,-0.9437868,0.634689,0.12522738
1399073519351,186676,2,205.6615,1078.9845,1.0,0.027450982,0,-2.2218192,1.9734207,9.094974,-1.5839735,1.0360274,0.20097467
1399073519367,186676,2,203.31717,1074.4757,1.0,0.029411767,0,-2.4049757,1.436521,11.064803,-1.7739527,1.2544118,0.23243423
1399073519385,186676,2,200.17091,1069.7563,1.0,0.029411767,0,-2.2242134,1.2120646,12.693459,-1.8643607,1.2614367,0.23457226
1399073519401,186676,2,199.0477,1065.1431,1.0,0.027450982,0,-1.8980033,1.2156559,13.567941,-1.6148223,1.2055426,0.18692477
1399073519418,186676,2,197.02153,1060.5323,1.0,0.029411767,0,-1.6065093,1.3341689,13.447034,-1.1685852,1.0164797,0.064446285
1399073519434,186676,2,194.97694,1056.9539,1.0,0.029411767,0,-1.3730747,1.541866,10.851719,-0.71776664,0.7632761,-0.10323623
1399073519451,186676,2,191.87146,1052.8715,1.0,0.029411767,0,-1.1336545,1.9003977,9.688736,-0.4569272,0.4792238,-0.2678644
1399073519467,186676,2,189.90115,1049.8022,1.0,0.029411767,0,-0.973243,2.1709423,8.922591,-0.43188173,0.21930063,-0.40378192
1399073519484,186676,2,187.36646,1045.7329,1.0,0.029411767,0,-0.85891986,2.3211784,8.751406,-0.5766568,0.044593163,-0.50793445
1399073519501,186676,2,185.81664,1042.6333,1.0,0.03137255,0,-0.78170687,2.4480712,8.981848,-0.766025,-0.04917465,-0.57971114
1399073519517,186676,2,184.28,1039.5599,1.0,0.03137255,0,-0.7445967,2.5240872,9.321824,-0.874759,-0.089186326,-0.6065892
1399073519534,186676,2,182.74246,1036.4849,1.0,0.03137255,0,-0.6691794,2.5833437,9.487024,-0.8582657,-0.08827003,-0.5897904
1399073519550,186676,2,181.20288,1035.2029,1.0,0.03137255,0,-0.54288524,2.665345,9.346365,-0.73364913,-0.073303826,-0.5467244
1399073519569,186676,2,180.05173,1034.0518,1.0,0.03137255,0,-0.29807812,2.7419596,8.915408,-0.6444628,-0.07819075,-0.5222898
1399073519584,186676,2,179.0,1032.1266,1.0,0.03137255,0,0.0023942017,2.8754363,8.396465,-0.45631635,-0.09743301,-0.4822781
1399073519601,186676,2,179.0,1030.587,1.0,0.03137255,0,0.22685061,2.9203274,7.914034,-0.30879238,-0.16554448,-0.4654793
1399073519616,186676,2,178.0,1029.0502,1.0,0.03137255,0,0.30825347,2.8215668,7.4788876,-0.21166481,-0.2574797,-0.47067168
1399073519636,186676,2,178.0,1027.501,1.0,0.03137255,0,0.27114335,2.4995465,7.123947,-0.14355333,-0.35369098,-0.48930305
1399073519652,186676,2,175.9627,1025.9628,1.0,0.03137255,0,0.2681506,2.1350293,7.065888,-0.122478485,-0.44348818,-0.50793445
1399073519667,186676,2,175.42323,1024.4232,1.0,0.029411767,0,0.40701428,1.8315643,7.3669586,-0.1414153,-0.49327368,-0.5161811
1399073519683,186676,2,173.88647,1024.0,1.0,0.029411767,0,0.6697779,1.6897079,7.885902,-0.12889257,-0.464563,-0.54092115
1399073519699,186676,2,172.34511,1024.0,1.0,0.029411767,0,0.9391256,1.5251064,8.404845,-0.01985312,-0.3839288,-0.59956425
1399073519716,186676,2,169.60243,1024.0,1.0,0.03137255,0,1.2066777,1.3796587,8.7053175,0.20158553,-0.3042109,-0.69058317
1399073519732,186676,2,167.0,1023.0,1.0,0.033333335,0,1.4808137,1.4460979,8.721478,0.45937067,-0.24801129,-0.81000733
1399073519735,186676,1,167.0,1023.0,1.0,0.033333335,0,1.7968484,1.745373,8.513782,0.5705481,-0.22204952,-0.94897914
1399073560965,186676,0,346.0,1404.0,1.0,0.021568628,0,2.1817162,2.2373815,8.184579,0.7162395,-0.24281894,-1.0259482
1399073560989,186676,2,346.0,1404.0,1.0,0.021568628,0,2.6641479,2.9239187,7.9212165,0.7495316,-0.2761111,-1.1954633
1399073561009,186676,2,350.02252,1402.6592,1.0,0.021568628,0,2.6689363,3.1112652,8.260594,0.6704246,-0.38362336,-1.3784174
1399073561021,186676,2,358.01996,1398.3201,1.0,0.023529414,0,2.1769278,2.7886465,8.925584,0.4908302,-0.49418998,-1.5519031
1399073561043,186676,2,368.61206,1389.6183,1.0,0.025490198,0,1.3515269,2.1841104,9.904813,0.24373524,-0.5216789,-1.6694947
1399073561055,186676,2,375.95697,1376.086,1.0,0.025490198,0,0.66738373,1.9003977,11.072584,0.0015271631,-0.38331795,-1.6749926
1399073561073,186676,2,383.84616,1357.5692,1.0,0.025490198,0,0.13706805,1.6837224,12.005724,-0.1432479,-0.056199603,-1.6022996
1399073561090,186676,2,388.78928,1338.8429,1.0,0.025490198,0,-0.5093664,1.4885949,12.690466,-0.16584991,0.3549127,-1.5271631
1399073561107,186676,2,391.97,1323.635,1.0,0.027450982,0,-1.1450269,1.3479356,13.048399,-0.087964594,0.74220127,-1.4575244
1399073561122,186676,2,394.026,1310.792,1.0,0.027450982,0,-1.7776948,1.2635399,13.030443,0.06261369,1.040609,-1.3906348
1399073561140,186676,2,394.0,1296.9617,1.0,0.025490198,0,-2.2852654,1.3910311,12.66413,0.21563543,1.1869112,-1.3304645
1399073561155,186676,2,392.89755,1283.078,1.0,0.025490198,0,-2.7287915,1.4784195,12.149975,0.27305678,1.1432343,-1.3048081
1399073561172,186676,2,391.35907,1269.2316,1.0,0.025490198,0,-3.1890767,1.3365631,11.7064495,0.30695978,1.0601566,-1.2559389
1399073561189,186676,2,389.82437,1256.595,1.0,0.027450982,0,-3.441665,1.1611878,11.5077305,0.21380283,0.8344419,-1.1878275
1399073561205,186676,2,388.2828,1244.2625,1.0,0.027450982,0,-3.4638114,1.0546459,11.6190605,0.04886922,0.6221663,-1.0873401
1399073561222,186676,2,385.48486,1231.9395,1.0,0.027450982,0,-3.364452,0.95349085,11.830948,-0.11178834,0.4804455,-0.97524637
1399073561238,186676,2,382.40692,1220.4243,1.0,0.027450982,0,-3.1974564,0.86251116,11.981782,-0.21838433,0.3830125,-0.8677341
1399073561264,186676,2,379.33984,1209.6895,1.0,0.029411767,0,-3.003526,0.7541735,11.955446,-0.2565634,0.29840767,-0.77304995
1399073561272,186676,2,377.13226,1199.7936,1.0,0.029411767,0,-2.80361,0.62488663,11.691485,-0.25289822,0.20616703,-0.6936375
1399073561289,186676,2,374.19904,1190.5972,1.0,0.029411767,0,-2.5396495,0.5422867,11.259332,-0.23273966,0.08246681,-0.6414085
1399073561305,186676,2,371.11234,1183.2809,1.0,0.029411767,0,-2.211644,0.48003745,10.696694,-0.21838433,-0.0852157,-0.6291912
1399073561322,186676,2,369.03287,1176.0658,1.0,0.029411767,0,-1.8357542,0.39863458,10.131064,-0.20311269,-0.29352075,-0.65576386
1399073561340,186676,2,365.9036,1169.8073,1.0,0.029411767,0,-1.3742718,0.40940848,9.629479,-0.18570304,-0.5308419,-0.7266242
1399073561355,186676,2,364.72812,1164.9125,1.0,0.029411767,0,-0.56922144,0.51954174,8.916007,-0.17562376,-0.77304995,-0.77763146
1399073561370,186676,2,361.80124,1158.7019,1.0,0.029411767,0,-0.3417723,0.6757634,8.667608,-0.1337795,-0.8888089,-0.904386
1399073561387,186676,2,359.36392,1154.0918,1.0,0.029411767,0,-0.28431144,0.7703344,8.550293,-0.065973446,-1.0824533,-1.0476339
1399073561405,186676,2,357.82098,1149.463,1.0,0.029411767,0,-0.31304187,0.8487445,8.557475,0.0067195175,-1.2030991,-1.1838568
1399073561433,186676,2,354.56403,1144.8461,1.0,0.029411767,0,-0.30825347,0.96785605,8.589797,0.09743301,-1.258077,-1.2889256
1399073561443,186676,2,351.48627,1140.2294,1.0,0.029411767,0,-0.28431144,1.2186487,8.6017685,0.21991149,-1.2330315,-1.3564262
1399073561456,186676,2,348.41138,1136.4114,1.0,0.03137255,0,-0.27353755,1.4574703,8.523358,0.35888332,-1.1316279,-1.3878858
1399073561474,186676,2,345.33795,1133.3379,1.0,0.029411767,0,-0.28191724,1.6897079,8.347384,0.49968776,-0.96577793,-1.3747523
1399073561489,186676,2,341.39688,1129.3969,1.0,0.03137255,0,-0.28670564,1.8848352,8.07265,0.60139686,-0.752586,-1.3231341
1399073561508,186676,2,337.7782,1125.7782,1.0,0.03137255,0,-0.38067806,1.9835961,7.86196,0.6188065,-0.53023106,-1.241889
1399073561527,186676,2,333.17538,1122.117,1.0,0.033333335,0,-0.43993455,2.0817583,7.824251,0.52656585,-0.30970868,-1.138042
1399073561543,186676,2,329.0413,1119.0413,1.0,0.033333335,0,-0.4902128,2.1452048,7.9673047,0.44898596,-0.07696902,-1.0421361
1399073561559,186676,2,324.93887,1115.9592,1.0,0.033333335,0,-0.62129533,2.0248961,8.400057,0.2770274,0.14172074,-1.0118983
1399073561576,186676,2,321.88596,1112.886,1.0,0.03137255,0,-0.8451532,1.9063832,8.972271,0.11942416,0.2312125,-0.9783007
1399073561593,186676,2,318.71115,1109.8075,1.0,0.03137255,0,-1.0217255,1.922544,9.652225,-0.01038471,0.37751472,-0.945314
1399073561607,186676,2,314.72995,1106.73,1.0,0.033333335,0,-1.2563573,1.8920178,10.0987425,-0.07788532,0.4972443,-0.91538155
1399073561627,186676,2,311.6517,1103.8258,1.0,0.033333335,0,-1.5891514,1.7776948,10.305841,-0.094989546,0.55863625,-0.88270026
1399073561642,186676,2,308.5745,1101.5745,1.0,0.033333335,0,-1.8507179,1.6932992,10.359112,-0.0870483,0.5326745,-0.84329945
1399073561660,186676,2,305.26248,1099.6312,1.0,0.033333335,0,-1.9853917,1.6627731,10.398617,-0.09682214,0.4297437,-0.8011498
1399073561677,186676,2,303.2167,1098.2167,1.0,0.033333335,0,-1.9985598,1.6160861,10.501567,-0.13194689,0.28221974,-0.7583892
1399073561692,186676,2,300.66614,1096.6661,1.0,0.033333335,0,-1.922544,1.5077485,10.660183,-0.16890424,0.12858713,-0.72143185
1399073561708,186676,2,298.25815,1095.129,1.0,0.033333335,0,-1.8746599,1.3317747,10.9660425,-0.18509217,-0.00580322,-0.7098254
1399073561727,186676,2,295.18546,1093.5928,1.0,0.033333335,0,-1.9991584,1.3874398,10.936115,-0.15882497,-0.096516706,-0.7287622
1399073561743,186676,2,293.0505,1092.0505,1.0,0.033333335,0,-2.2463598,1.5358804,10.821792,-0.13133603,-0.14844026,-0.7476991
1399073561758,186676,2,291.515,1090.515,1.0,0.03529412,0,-2.541445,1.7088615,10.67395,-0.06994407,-0.17073683,-0.79412484
1399073561777,186676,2,288.97684,1087.9768,1.0,0.03529412,0,-2.8311436,1.8920178,10.552444,-0.008246681,-0.23396139,-0.8503244
1399073561792,186676,2,286.8691,1085.8691,1.0,0.03529412,0,-3.0496144,2.059612,10.398018,0.05955936,-0.3390302,-0.8921687
1399073561810,186676,2,283.79062,1082.8953,1.0,0.03529412,0,-3.2555158,2.2146366,10.247183,0.12705997,-0.4718934,-0.8885035
1399073561826,186676,2,280.71655,1080.7166,1.0,0.03529412,0,-3.430891,2.3062148,9.990405,0.18112154,-0.5870415,-0.8414669
1399073561845,186676,2,277.6384,1077.6384,1.0,0.03529412,0,-3.402759,2.3786395,9.73662,0.23579398,-0.6585127,-0.75808376
1399073561858,186676,2,274.55997,1074.5599,1.0,0.03529412,0,-3.2555158,2.532467,9.67018,0.2929099,-0.6728681,-0.6575964
