userid,timestamp,orientation,touch_event_type,touch_x,touch_y,touch_pressure,touch_size,accelerometer_x,accelerometer_y,accelerometer_z,gyroscope_x,gyroscope_y,gyroscope_z
151985,1400463430239,portrait,move,960.0,811.3452,1.0,0.029411767,-1.4131776,5.580884,6.944382,-0.050396383,-0.3036,-0.29046643
151985,1400463430363,portrait,move,949.3158,652.50006,1.0,0.029411767,-1.4143747,5.477335,7.000047,-0.064446285,-0.35979962,-0.25717425
151985,1400463430485,portrait,move,928.0,445.2111,1.0,0.029411767,-1.3820529,5.54138,7.1526775,-0.06963864,-0.376293,-0.20525073
151985,1400463430612,portrait,move,959.18085,317.7287,1.0,0.029411767,-1.4203602,5.5623293,7.165846,-0.062002823,-0.33933565,-0.13775012
151985,1400463430735,portrait,move,995.0,284.0,1.0,0.027450982,-1.4820108,5.4964886,7.0700774,-0.044593163,-0.18173242,-0.09712757
151985,1400463430737,portrait,up,995.0,284.0,1.0,0.027450982,-1.5610195,5.4324436,7.029975,-0.02107485,-0.052534413,-0.07788532
151985,1400463431474,portrait,down,866.0,1401.0,1.0,0.023529414,-1.5927427,5.4563856,7.0209966,-0.007330383,-0.053145275,-0.055283304
151985,1400463431476,portrait,move,864.31134,1379.9813,1.0,0.025490198,-1.8148049,5.4264584,7.1059904,-0.00030543262,-0.06383542,-0.042760566
151985,1400463431622,portrait,move,903.3922,833.8319,1.0,0.027450982,-1.3563153,5.4899044,6.827665,0.016493361,-0.056505036,-0.014660766
151985,1400463431755,portrait,move,999.0757,521.7351,1.0,0.027450982,-1.4389153,5.6545057,6.96593,0.022602014,-0.036651913,-0.00030543262
151985,1400463431883,portrait,move,1046.0,429.0,1.0,0.025490198,-1.572392,5.5551467,6.9904704,0.018020526,-0.04734206,0.0076358155
151985,1400463431885,portrait,up,1046.0,429.0,1.0,0.025490198,-1.5849615,5.5383873,6.8869214,0.016187929,-0.04520403,0.02687807
151985,1400463432583,portrait,down,951.0,426.0,1.0,0.023529414,-1.560421,5.591658,6.8809357,0.01160644,-0.035124753,0.035430185
151985,1400463432586,portrait,move,928.9766,456.0643,1.0,0.027450982,-1.5699978,5.619191,6.973711,0.009162978,-0.051618114,0.029321533
151985,1400463432704,portrait,move,907.0,631.7583,1.0,0.029411767,-1.5346833,5.631162,7.067085,-0.0033597588,-0.08032878,0.024129177
151985,1400463432824,portrait,move,885.96027,1015.59576,1.0,0.027450982,-1.5460558,5.5760956,6.9168487,-0.0106901415,-0.08368854,0.025045475
151985,1400463432950,portrait,move,901.0,1539.0,1.0,0.027450982,-1.5951369,5.5743003,6.8360443,-0.014049901,-0.07666359,0.025045475
151985,1400463432952,portrait,up,901.0,1539.0,1.0,0.027450982,-1.584363,5.5760956,6.8222775,-0.011301007,-0.07422013,0.023518313
151985,1400463433666,portrait,down,934.0,642.0,1.0,0.025490198,-1.5526398,5.5707088,6.84203,-0.024740042,-0.07238753,0.025350908
151985,1400463433668,portrait,move,929.2373,664.43225,1.0,0.025490198,-1.532289,5.5617304,6.9078703,-0.04734206,-0.07147124,0.027794369
151985,1400463433791,portrait,move,857.0,1261.4668,1.0,0.023529414,-1.5269021,5.5539494,6.965331,-0.06963864,-0.0729984,0.022907447
151985,1400463433905,portrait,move,873.0,1487.0,1.0,0.027450982,-1.4736311,5.5377884,7.0329676,-0.07147124,-0.06994407,0.015271631
151985,1400463433907,portrait,up,873.0,1487.0,1.0,0.027450982,-1.429937,5.523423,7.074866,-0.06047566,-0.071776666,0.009773844
151985,1400463477787,portrait,down,203.0,1636.0,1.0,0.025490198,-1.3850456,5.507861,7.117962,-0.056199603,-0.076052725,0.0012217305
151985,1400463477824,portrait,move,203.0,1636.0,1.0,0.023529414,-1.3611037,5.4725466,7.1251445,-0.053450707,-0.06414085,-0.004886922
151985,1400463477843,portrait,move,205.83315,1624.8895,1.0,0.027450982,-1.3623008,5.455787,7.1610575,-0.043982297,-0.061086524,-0.01282817
151985,1400463477859,portrait,move,208.73111,1610.6133,1.0,0.027450982,-1.3221979,5.433641,7.1688385,-0.03359759,-0.06658431,-0.021380283
151985,1400463478018,portrait,move,211.0,1497.2402,1.0,0.03137255,-1.3162124,5.430648,7.1365166,-0.032375857,-0.06658431,-0.025350908
151985,1400463478149,portrait,move,209.0,1446.7957,1.0,0.033333335,-1.3174095,5.443816,7.0700774,-0.031154128,-0.062002823,-0.01985312
151985,1400463478281,portrait,move,202.02798,1413.084,1.0,0.03529412,-1.3479356,5.436035,7.019799,-0.039095376,-0.055588737,-0.017715093
151985,1400463478420,portrait,move,196.65627,1391.3125,1.0,0.03529412,-1.3431472,5.390545,7.0024414,-0.058948494,-0.057726767,-0.014966198
151985,1400463478553,portrait,move,189.33481,1369.6696,1.0,0.037254903,-1.3000516,5.3648076,7.077859,-0.0711658,-0.06658431,-0.01038471
151985,1400463478694,portrait,move,184.0,1352.4158,1.0,0.037254903,-1.2779051,5.390545,7.0826473,-0.071776666,-0.076052725,-0.009162978
151985,1400463478828,portrait,move,176.0,1340.0349,1.0,0.037254903,-1.2719196,5.395932,7.074866,-0.06780604,-0.07788532,-0.0076358155
151985,1400463478968,portrait,move,168.66368,1327.6637,1.0,0.037254903,-1.2024878,5.3522377,7.257424,-0.05497787,-0.08093964,-0.0018325958
151985,1400463479137,portrait,move,154.18675,1312.1868,1.0,0.039215688,-1.2294226,5.251083,7.2203135,0.004276057,-0.07513642,0.013133603
151985,1400463479286,portrait,move,140.27406,1298.274,1.0,0.039215688,-1.1887212,5.3085437,7.0102224,0.10140363,0.017715093,0.10048734
151985,1400463479421,portrait,move,93.0,1288.0,1.0,0.037254903,-1.3563153,5.5659204,6.488885,-0.0018325958,0.00580322,0.090713486
151985,1400463479424,portrait,up,93.0,1288.0,1.0,0.037254903,-1.3293805,5.5623293,6.6726403,-0.12705997,-0.038789943,0.06872234
151985,1400463480203,portrait,down,272.0,1680.0,1.0,0.023529414,-1.4586674,5.605425,6.964134,-0.17715092,-0.09590584,0.057421334
151985,1400463480208,portrait,move,272.0,1680.0,1.0,0.023529414,-1.407192,5.5898623,7.0688806,-0.2312125,-0.12308934,0.047647487
151985,1400463480329,portrait,move,273.3339,1622.6711,1.0,0.029411767,-0.9708488,5.4940944,6.945579,-0.25137106,-0.15057829,0.04917465
151985,1400463480456,portrait,move,253.9622,1559.8866,1.0,0.029411767,-1.1013328,5.513248,7.2622123,-0.26267207,-0.16310102,0.042455133
151985,1400463480594,portrait,move,246.0,1532.1742,1.0,0.029411767,-1.1881226,5.5946507,7.3711486,-0.24190263,-0.21227567,0.048563786
151985,1400463480734,portrait,move,241.0,1517.6638,1.0,0.03137255,-1.1258733,5.579687,7.414244,-0.20922135,-0.22968534,0.06169739
151985,1400463480876,portrait,move,238.29381,1505.2938,1.0,0.029411767,-1.0522517,5.590461,7.506421,-0.17470746,-0.21746802,0.061391957
151985,1400463481004,portrait,move,237.0,1492.9214,1.0,0.03137255,-1.0851719,5.559935,7.567473,-0.12675454,-0.17654006,0.046120327
151985,1400463481148,portrait,move,234.0,1483.1814,1.0,0.03137255,-1.0773908,5.5222263,7.52737,-0.099265605,-0.105068825,0.039095376
151985,1400463481281,portrait,move,228.16736,1482.0,1.0,0.029411767,-1.1067197,5.4025164,7.443573,-0.03940081,-0.07391469,0.032986723
151985,1400463481401,portrait,move,224.0,1482.0,1.0,0.027450982,-1.168969,5.3342814,7.3406224,0.018936822,-0.007330383,0.030848695
151985,1400463481402,portrait,up,224.0,1482.0,1.0,0.027450982,-1.1869255,5.3899465,7.1580644,0.051923547,0.07819075,0.025961773
151985,1400463508889,portrait,down,277.0,1651.0,1.0,0.023529414,-1.2635399,5.433042,7.018004,0.042455133,0.14110987,0.014966198
151985,1400463508909,portrait,move,277.0,1651.0,1.0,0.023529414,-1.3790601,5.5707088,6.967127,0.021380283,0.16707164,0.0
151985,1400463508940,portrait,move,277.0,1651.0,1.0,0.023529414,-1.3982137,5.5641246,7.125743,-0.013744468,0.13775012,-0.017104227
151985,1400463508974,portrait,move,277.0,1651.0,1.0,0.023529414,-1.3880384,5.355231,7.3178773,-0.055283304,0.06872234,-0.031154128
151985,1400463509009,portrait,move,277.0,1651.0,1.0,0.025490198,-1.3910311,5.2020016,7.355586,-0.070249505,0.018936822,-0.038789943
151985,1400463509041,portrait,move,277.0,1651.0,1.0,0.025490198,-1.3425486,5.121197,7.37055,-0.07269296,0.004581489,-0.040927973
151985,1400463509057,portrait,move,277.0,1651.0,1.0,0.025490198,-1.3090298,5.1840453,7.3579803,-0.069027774,-0.00061086525,-0.042760566
151985,1400463509074,portrait,move,277.0,1651.0,1.0,0.025490198,-1.3096284,5.2642508,7.2149267,-0.044593163,-0.015882496,-0.046731193
151985,1400463509107,portrait,move,277.0,1641.3448,1.0,0.025490198,-1.3455414,5.3085437,7.1071877,-0.015882496,-0.027794369,-0.052534413
151985,1400463509124,portrait,move,277.0,1635.5966,1.0,0.025490198,-1.3479356,5.348048,7.0287776,-0.004581489,-0.034208454,-0.049785517
151985,1400463509140,portrait,move,277.0,1627.1448,1.0,0.027450982,-1.3479356,5.365406,6.935404,-0.004581489,-0.036957346,-0.04795292
151985,1400463509159,portrait,move,277.0,1619.23,1.0,0.027450982,-1.3180081,5.3965306,6.892308,-0.01863139,-0.040927973,-0.050701816
151985,1400463509175,portrait,move,277.0,1611.789,1.0,0.027450982,-1.3293805,5.4803276,6.921637,-0.04337143,-0.054367006,-0.05681047
151985,1400463509321,portrait,move,277.0,1568.5184,1.0,0.027450982,-1.4317327,5.3618145,6.9330096,-0.057726767,-0.067500606,-0.06383542
151985,1400463509455,portrait,move,274.13483,1538.2697,1.0,0.029411767,-1.2467805,5.257068,7.038953,-0.0983493,-0.0729984,-0.05955936
151985,1400463509581,portrait,move,265.79453,1522.7946,1.0,0.029411767,-1.0289081,5.298967,7.176021,-0.14538592,-0.09773844,-0.033292156
151985,1400463509710,portrait,move,261.0,1508.417,1.0,0.03137255,-0.9588778,5.253477,7.3579803,-0.17440203,-0.14905111,-0.028405234
151985,1400463509838,portrait,move,256.0,1493.5957,1.0,0.03137255,-1.1162965,5.1265845,7.6626425,-0.18051068,-0.1731803,-0.027794369
151985,1400463509985,portrait,move,252.0,1476.675,1.0,0.03137255,-1.252766,5.075109,7.9062524,-0.13530666,-0.1554652,-0.006414085
151985,1400463510110,portrait,move,249.0,1462.2998,1.0,0.03137255,-1.2437878,5.083489,8.078635,-0.03970624,-0.11362094,0.032986723
151985,1400463510237,portrait,move,246.0,1449.481,1.0,0.033333335,-1.1390414,5.127183,8.082825,0.08460484,-0.070249505,0.07727446
151985,1400463510368,portrait,move,243.0,1437.1044,1.0,0.033333335,-1.115698,5.1840453,7.920019,0.22540927,-0.019547688,0.105068825
151985,1400463510498,portrait,move,238.0,1424.7253,1.0,0.033333335,-1.1097125,5.300164,7.6345105,0.2919936,0.043066,0.11178834
151985,1400463510619,portrait,move,233.0,1409.9084,1.0,0.03529412,-1.1288661,5.4162827,7.358579,0.40225476,0.07544186,0.11575896
151985,1400463510740,portrait,move,226.53075,1396.5308,1.0,0.03529412,-1.2018893,5.494693,7.1706343,0.47219884,0.12064589,0.11362094
151985,1400463510883,portrait,move,217.0,1380.789,1.0,0.037254903,-1.2264298,5.5503583,6.945579,0.4813618,0.12339478,0.111177474
151985,1400463511007,portrait,move,210.77917,1363.7792,1.0,0.039215688,-1.1875241,5.717354,6.7163343,0.41355577,0.12522738,0.10934488
151985,1400463511126,portrait,move,206.95947,1352.9595,1.0,0.039215688,-1.1474211,5.803545,6.6415157,0.31123585,0.1441642,0.09621128
151985,1400463511252,portrait,move,193.57228,1343.0,1.0,0.03137255,-1.1468226,5.825691,6.717531,0.20952678,0.13958271,0.06719518
151985,1400463511353,portrait,move,184.0,1338.0,1.0,0.029411767,-1.2000936,5.707777,6.827066,0.12858713,0.116980694,0.043982297
151985,1400463511355,portrait,up,184.0,1338.0,1.0,0.029411767,-1.2264298,5.597045,6.877943,0.0983493,0.10323623,0.03756821
151985,1400463512033,portrait,down,320.0,1628.0,1.0,0.023529414,-1.2360066,5.5743003,6.885724,0.046120327,0.102319926,0.03176499
151985,1400463512037,portrait,move,320.0,1628.0,1.0,0.029411767,-1.2192472,5.527613,6.8887167,-0.00030543262,0.11484267,0.023823744
151985,1400463512160,portrait,move,311.0688,1591.2064,1.0,0.03137255,-1.2653356,5.5150437,6.921637,-0.038789943,0.12339478,0.009468411
151985,1400463512288,portrait,move,298.68954,1548.0686,1.0,0.03137255,-1.3000516,5.4671597,6.921637,-0.0693332,0.105374254,-0.00061086525
151985,1400463512416,portrait,move,287.57352,1522.5735,1.0,0.03137255,-1.3006501,5.471948,6.9485717,-0.08307768,0.08002335,-0.009773844
151985,1400463512534,portrait,move,278.49203,1505.9841,1.0,0.033333335,-1.246182,5.521628,6.988076,-0.06658431,0.06352998,-0.01740966
151985,1400463512657,portrait,move,270.6599,1484.3198,1.0,0.033333335,-1.2198458,5.5162406,6.9024835,-0.032986723,0.046120327,-0.01740966
151985,1400463512778,portrait,move,264.83112,1469.831,1.0,0.033333335,-1.2174516,5.501277,6.806117,-0.015577064,0.033292156,-0.01282817
151985,1400463512897,portrait,move,260.01117,1459.0111,1.0,0.033333335,-1.1563994,5.4964886,6.789956,0.005497787,0.013133603,-0.009468411
151985,1400463513000,portrait,move,245.0,1452.0,1.0,0.027450982,-1.1510124,5.4659624,6.8330517,0.007941248,-0.0070249503,0.0033597588
151985,1400463513002,portrait,up,245.0,1452.0,1.0,0.027450982,-1.1174936,5.4701524,6.899491,0.0106901415,-0.03940081,0.019242255
151985,1400463523243,portrait,down,331.0,1665.0,1.0,0.023529414,-1.1001357,5.5383873,7.012018,0.008246681,-0.06719518,0.033292156
151985,1400463523270,portrait,move,331.0,1665.0,1.0,0.023529414,-1.1007342,5.5760956,7.1514807,-0.00580322,-0.09193522,0.041233405
151985,1400463523286,portrait,move,331.0,1665.0,1.0,0.025490198,-1.1025299,5.5527525,7.2711906,-0.016798794,-0.094989546,0.044898596
151985,1400463523302,portrait,move,331.0,1665.0,1.0,0.027450982,-1.1115081,5.5802855,7.3448124,-0.025961773,-0.10415252,0.04337143
151985,1400463523320,portrait,move,331.0,1665.0,1.0,0.027450982,-1.1611878,5.641338,7.4070616,-0.03268129,-0.11026118,0.037873644
151985,1400463523335,portrait,move,331.0,1665.0,1.0,0.027450982,-1.1653777,5.673061,7.4926543,-0.029626964,-0.108123146,0.036651913
151985,1400463523352,portrait,move,331.0,1660.0382,1.0,0.027450982,-1.1534066,5.7017913,7.5106106,-0.016493361,-0.10323623,0.03970624
151985,1400463523368,portrait,move,331.0,1657.3065,1.0,0.03137255,-1.1941081,5.7005944,7.4723034,0.009468411,-0.08002335,0.042455133
151985,1400463523386,portrait,move,331.0,1652.5,1.0,0.027450982,-1.2318168,5.7227407,7.4070616,0.053145275,-0.03604105,0.047647487
151985,1400463523403,portrait,move,328.89386,1647.6816,1.0,0.027450982,-1.2563573,5.692813,7.309498,0.09773844,0.014660766,0.05100725
151985,1400463523420,portrait,move,327.44196,1643.3258,1.0,0.03137255,-1.2330139,5.6682725,7.2783732,0.13652839,0.056505036,0.05100725
151985,1400463523439,portrait,move,325.5,1637.5,1.0,0.03137255,-1.1911154,5.6922145,7.1873937,0.16615535,0.094989546,0.04520403
151985,1400463523453,portrait,move,325.041,1632.164,1.0,0.03137255,-1.1552023,5.7245364,7.08983,0.17073683,0.11636983,0.033292156
151985,1400463523631,portrait,move,316.5607,1583.1215,1.0,0.03137255,-1.1468226,5.6987987,7.019201,0.16584991,0.13347405,0.015271631
151985,1400463523777,portrait,move,312.0,1556.0901,1.0,0.03137255,-1.1623849,5.6670756,6.95336,0.14935656,0.14080444,0.005497787
151985,1400463523914,portrait,move,305.0,1530.5038,1.0,0.03137255,-1.1941081,5.6407394,6.9078703,0.12950343,0.14385876,-0.01038471
151985,1400463524040,portrait,move,300.0,1513.8799,1.0,0.03137255,-1.2401965,5.637148,6.884527,0.105374254,0.13041973,-0.023518313
151985,1400463524193,portrait,move,296.0,1499.9545,1.0,0.03137255,-1.3018472,5.5617304,6.9306154,0.07666359,0.11484267,-0.028099801
151985,1400463524322,portrait,move,285.57947,1493.0,1.0,0.027450982,-1.2958617,5.514445,6.9958572,0.035124753,0.10415252,-0.031154128
151985,1400463524469,portrait,move,271.0,1488.0,1.0,0.027450982,-1.2569559,5.498883,7.0515227,0.003970624,0.094989546,-0.036651913
151985,1400463524472,portrait,up,271.0,1488.0,1.0,0.027450982,-1.2198458,5.4922986,7.135918,0.0125227375,0.09040806,-0.04520403
151985,1400463543136,portrait,down,325.0,1706.0,1.0,0.023529414,-1.2312182,5.5312047,7.059902,0.024129177,0.07574729,-0.048258353
151985,1400463543149,portrait,move,325.0,1706.0,1.0,0.021568628,-1.2773066,5.571307,6.9461775,0.05100725,0.06841691,-0.04642576
151985,1400463543165,portrait,move,325.0,1706.0,1.0,0.023529414,-1.3311762,5.577293,6.861782,0.06780604,0.05589417,-0.043982297
151985,1400463543183,portrait,move,325.0,1706.0,1.0,0.025490198,-1.335366,5.5964465,6.8144965,0.08002335,0.044593163,-0.0421497
151985,1400463543201,portrait,move,325.0,1706.0,1.0,0.025490198,-1.3072342,5.6365495,6.7624226,0.0842994,0.024129177,-0.039095376
151985,1400463543216,portrait,move,325.0,1706.0,1.0,0.025490198,-1.2976574,5.6628857,6.770204,0.07574729,-0.0061086523,-0.03390302
151985,1400463543232,portrait,move,325.0,1706.0,1.0,0.027450982,-1.299453,5.6497173,6.769605,0.06566802,-0.018020526,-0.023518313
151985,1400463543251,portrait,move,325.0,1706.0,1.0,0.027450982,-1.3006501,5.644929,6.843227,0.0720821,-0.025045475,-0.0070249503
151985,1400463543282,portrait,move,326.0,1700.3949,1.0,0.027450982,-1.2617443,5.6485205,6.9318123,0.08093964,-0.015577064,0.0015271631
151985,1400463543300,portrait,move,326.0,1697.4982,1.0,0.027450982,-1.252766,5.6886234,6.9988503,0.0983493,-0.007330383,0.015271631
151985,1400463543316,portrait,move,326.0,1694.0,1.0,0.027450982,-1.2755109,5.720945,7.018004,0.113926366,0.0,0.02687807
151985,1400463543333,portrait,move,326.0,1690.9285,1.0,0.027450982,-1.2958617,5.7538652,7.020398,0.13164146,-0.00030543262,0.03390302
151985,1400463543351,portrait,move,326.0,1687.8417,1.0,0.027450982,-1.3269863,5.820903,7.0383544,0.13439035,-0.007941248,0.03756821
151985,1400463543368,portrait,move,326.0,1684.4603,1.0,0.027450982,-1.364695,5.893926,7.0108213,0.13194689,-0.015882496,0.029932396
151985,1400463543383,portrait,move,326.0,1681.2561,1.0,0.027450982,-1.4089876,5.9585695,6.9485717,0.13164146,-0.009162978,0.025961773
151985,1400463543400,portrait,move,326.0,1678.102,1.0,0.029411767,-1.4167689,5.9861026,6.8049197,0.12797627,0.00061086525,0.022296581
151985,1400463543562,portrait,move,326.0,1654.5988,1.0,0.029411767,-1.4095862,6.0088477,6.719327,0.113926366,0.024129177,0.013439035
151985,1400463543700,portrait,move,326.0,1640.6837,1.0,0.03137255,-1.3970166,6.0268044,6.687604,0.10567969,0.05222898,0.009468411
151985,1400463543840,portrait,move,326.0,1620.3145,1.0,0.03137255,-1.3718776,6.025607,6.712743,0.08277224,0.057726767,0.0012217305
151985,1400463543963,portrait,move,323.0,1607.4956,1.0,0.03137255,-1.3575124,5.9962783,6.7588315,0.043982297,0.05131268,-0.0143553335
151985,1400463544093,portrait,move,321.0,1595.1218,1.0,0.03137255,-1.3365631,5.9501896,6.8665705,0.013439035,0.0421497,-0.040317107
151985,1400463544250,portrait,move,318.0,1579.6501,1.0,0.03137255,-1.3431472,5.8879404,7.0066314,0.0067195175,0.020463986,-0.061391957
151985,1400463544380,portrait,move,316.09503,1569.095,1.0,0.03137255,-1.3802572,5.805939,7.1586633,0.013133603,-0.01282817,-0.08093964
151985,1400463544511,portrait,move,314.0,1561.4607,1.0,0.03137255,-1.4586674,5.7598505,7.2245035,0.03359759,-0.014049901,-0.098043874
151985,1400463544642,portrait,move,313.0,1552.5454,1.0,0.03137255,-1.5915456,5.73531,7.15567,0.05681047,0.0,-0.105374254
151985,1400463544765,portrait,move,311.0,1544.7169,1.0,0.033333335,-1.6376339,5.6790466,7.0341644,0.067500606,0.02687807,-0.109650314
151985,1400463544893,portrait,move,310.0,1537.8878,1.0,0.03137255,-1.5682021,5.6682725,6.941988,0.08735373,0.035430185,-0.11911872
151985,1400463545023,portrait,move,308.0,1530.7585,1.0,0.033333335,-1.483208,5.680842,6.8958993,0.09590584,0.025961773,-0.12675454
151985,1400463545149,portrait,move,307.0,1525.0,1.0,0.03137255,-1.429937,5.751471,6.851607,0.100792766,-0.0036651916,-0.13652839
151985,1400463545282,portrait,move,305.7899,1520.0,1.0,0.03137255,-1.3485341,5.7736173,6.7863646,0.11026118,-0.03145956,-0.13622294
151985,1400463545430,portrait,move,305.0,1513.5,1.0,0.033333335,-1.2569559,5.78499,6.6959834,0.12156218,-0.03970624,-0.13897185
151985,1400463545559,portrait,move,304.0,1507.5,1.0,0.033333335,-1.2449849,5.807136,6.609792,0.12370021,-0.051923547,-0.13897185
151985,1400463545691,portrait,move,303.0,1502.2267,1.0,0.033333335,-1.2264298,5.835268,6.5457473,0.118507855,-0.07849618,-0.12797627
151985,1400463545815,portrait,move,301.30685,1496.3069,1.0,0.03529412,-1.1629834,5.8693852,6.535572,0.10354166,-0.09682214,-0.113926366
151985,1400463545940,portrait,move,301.0,1489.7389,1.0,0.03529412,-1.1079168,5.843049,6.7863646,0.093767814,-0.089186326,-0.10842858
151985,1400463546064,portrait,move,301.0,1482.6277,1.0,0.03529412,-1.1534066,5.8885393,6.867169,0.089491755,-0.08002335,-0.09682214
151985,1400463546190,portrait,move,301.0,1477.5,1.0,0.03529412,-1.2072762,5.9412117,6.7905545,0.1020145,-0.0571159,-0.077579886
151985,1400463546315,portrait,move,299.0,1471.9047,1.0,0.03529412,-1.2491747,5.973533,6.7492547,0.122783914,-0.026572637,-0.054367006
151985,1400463546442,portrait,move,299.0,1465.523,1.0,0.03529412,-1.2964603,5.9723363,6.787562,0.1469131,-0.004581489,-0.0290161
151985,1400463546565,portrait,move,297.0,1461.0,1.0,0.03529412,-1.3180081,5.9783216,6.830059,0.1740966,0.015577064,-0.015271631
151985,1400463546685,portrait,move,295.0,1455.9368,1.0,0.03529412,-1.3982137,6.0262055,6.843227,0.19120082,0.021685716,-0.016493361
151985,1400463546807,portrait,move,291.5004,1449.5004,1.0,0.03529412,-1.489792,6.0716953,6.9108634,0.19914207,0.016187929,-0.032375857
151985,1400463546934,portrait,move,289.67242,1442.6725,1.0,0.03529412,-1.5155296,6.141726,6.929418,0.20586158,0.004276057,-0.043066
151985,1400463547052,portrait,move,286.0,1433.0,1.0,0.037254903,-1.4951789,6.205771,6.897695,0.22082779,-0.0018325958,-0.051618114
151985,1400463547171,portrait,move,282.0,1425.0167,1.0,0.037254903,-1.4694413,6.1979895,6.8683662,0.226631,0.00030543262,-0.04795292
151985,1400463547288,portrait,move,279.0,1417.196,1.0,0.039215688,-1.448492,6.1566896,6.851008,0.22571471,0.01038471,-0.049785517
151985,1400463547405,portrait,move,273.82645,1408.8264,1.0,0.039215688,-1.4514848,6.194997,6.739678,0.23396139,0.020463986,-0.058337633
151985,1400463547524,portrait,move,270.0,1402.5,1.0,0.039215688,-1.447295,6.269217,6.6403184,0.23548855,0.03604105,-0.06627888
151985,1400463547654,portrait,move,266.0,1394.5,1.0,0.039215688,-1.4413095,6.2482677,6.55293,0.21013765,0.05222898,-0.06566802
151985,1400463547659,portrait,move,264.69482,1394.0,1.0,0.039215688,-1.2695254,6.2859764,6.4020953,0.16615535,0.07452556,-0.05222898
151985,1400463547790,portrait,move,257.2406,1383.2406,1.0,0.04117647,-1.3628993,6.4739213,6.688801,0.12461651,0.06658431,-0.038789943
151985,1400463547918,portrait,move,246.41759,1372.4176,1.0,0.04117647,-1.8082209,6.011242,6.781576,0.112704635,0.045814894,-0.05100725
151985,1400463548043,portrait,move,231.04344,1361.0435,1.0,0.039215688,-1.7220296,5.988497,6.6480994,0.10323623,0.06505715,-0.0888809
151985,1400463548174,portrait,move,216.0,1350.0,1.0,0.037254903,-1.6220716,6.214749,6.7372837,0.106595986,0.12583824,-0.105068825
151985,1400463548176,portrait,up,216.0,1350.0,1.0,0.037254903,-1.7705121,6.10282,6.6480994,0.12034045,0.13225232,-0.11484267
151985,1400463549254,portrait,down,332.0,1654.0,1.0,0.023529414,-1.7262194,6.1183825,6.51582,0.1328632,0.1255328,-0.115453534
151985,1400463549282,portrait,move,332.0,1654.0,1.0,0.023529414,-1.6813282,6.101623,6.494272,0.12980886,0.13255776,-0.10842858
151985,1400463549299,portrait,move,332.0,1654.0,1.0,0.025490198,-1.6801311,6.084265,6.4224463,0.111177474,0.12767084,-0.10262536
151985,1400463549332,portrait,move,329.7564,1647.2692,1.0,0.027450982,-1.6992847,6.121375,6.3362546,0.10476339,0.11301007,-0.10781772
151985,1400463549348,portrait,move,328.2077,1641.8308,1.0,0.027450982,-1.7088615,6.1764417,6.3224883,0.102319926,0.08979719,-0.11056661
